Please provide hourly results in ug/m3 of SO2  monitoring conducted in Dublin City in a tabular format by completing the table below. ,,,,,,,,,,,,,
The daily average will calculate automatically. Please also provide a flag number (see comment for list) for the data entered if possible. ,,,,,,,,,,,,,
The comment field is optional. If any new stations have been added to the network please give details (scroll across). ,,,,,,,,,,,,,
Please indicate if any of the stations listed have been reomved from the network.,,,,,,,,,,,,,
Dublin City Council,,                  Coleraine Street ,,,,                        Wood Quay (Winetavern St.),,,,                               ,,Ballyfermot,
01/01/2011,22.00,0.4,,2,,-0.2,,2,,,,,
01/01/2011,23.00,0.3,,2,,-0.1,,2,,,,,
02/01/2011,0.00,0.3,0.9,2,,-0.1,-0.1,2,,,#DIV/0!,,
02/01/2011,1.00,0.3,,2,,0.1,,2,,,,,
02/01/2011,2.00,0.3,,2,,-0.1,,2,,,,,
02/01/2011,3.00,0.4,,2,,0.0,,2,,,,,
02/01/2011,4.00,0.4,,2,,0.0,,2,,,,,
02/01/2011,5.00,0.3,,2,,-0.2,,2,,,,,
02/01/2011,6.00,0.3,,2,,-0.2,,2,,,,,
02/01/2011,7.00,0.4,,2,,-0.2,,2,,,,,
02/01/2011,8.00,0.3,,2,,0.0,,2,,,,,
02/01/2011,9.00,0.5,,2,,-0.3,,2,,,,,
02/01/2011,10.00,0.4,,2,,-0.2,,2,,,,,
02/01/2011,11.00,0.4,,2,,-0.2,,2,,,,,
02/01/2011,12.00,0.5,,2,,-0.3,,2,,,,,
02/01/2011,13.00,0.5,,2,,0.0,,2,,,,,
02/01/2011,14.00,0.5,,2,,-0.2,,2,,,,,
02/01/2011,15.00,0.5,,2,,-0.1,,2,,,,,
02/01/2011,16.00,0.6,,2,,0.2,,2,,,,,
02/01/2011,17.00,0.5,,2,,0.1,,2,,,,,
02/01/2011,18.00,0.6,,2,,0.0,,2,,,,,
02/01/2011,19.00,0.6,,2,,-0.1,,2,,,,,
02/01/2011,20.00,1.0,,2,,0.2,,2,,,,,
02/01/2011,21.00,0.8,,2,,0.3,,2,,,,,
02/01/2011,22.00,0.8,,2,,0.5,,2,,,,,
02/01/2011,23.00,0.8,,2,,0.0,,2,,,,,
03/01/2011,0.00,0.7,0.5,2,,0.0,0.0,2,,,#DIV/0!,,
03/01/2011,1.00,0.7,,2,,0.4,,2,,,,,
03/01/2011,2.00,0.4,,2,,0.4,,2,,,,,
03/01/2011,3.00,0.4,,2,,0.2,,2,,,,,
03/01/2011,4.00,0.5,,2,,0.1,,2,,,,,
03/01/2011,5.00,0.3,,2,,0.0,,2,,,,,
03/01/2011,6.00,0.5,,2,,0.1,,2,,,,,
03/01/2011,7.00,0.8,,2,,0.0,,2,,,,,
03/01/2011,8.00,0.8,,2,,0.0,,2,,,,,
03/01/2011,9.00,0.9,,2,,0.0,,2,,,,,
03/01/2011,10.00,0.8,,2,,0.0,,2,,,,,
03/01/2011,11.00,0.7,,2,,-0.1,,2,,,,,
03/01/2011,12.00,0.8,,2,,0.0,,2,,,,,
03/01/2011,13.00,0.9,,2,,0.2,,2,,,,,
03/01/2011,14.00,1.0,,2,,0.0,,2,,,,,
03/01/2011,15.00,1.1,,2,,0.1,,2,,,,,
03/01/2011,16.00,1.7,,2,,0.0,,2,,,,,
03/01/2011,17.00,1.6,,2,,0.2,,2,,,,,
03/01/2011,18.00,1.5,,2,,0.5,,2,,,,,
03/01/2011,19.00,1.7,,2,,1.9,,2,,,,,
03/01/2011,20.00,1.5,,2,,1.8,,2,,,,,
03/01/2011,21.00,1.7,,2,,0.8,,2,,,,,
03/01/2011,22.00,1.3,,2,,-0.1,,2,,,,,
03/01/2011,23.00,1.2,,2,,0.1,,2,,,,,
04/01/2011,0.00,0.7,1.0,2,,0.2,0.3,2,,,#DIV/0!,,
04/01/2011,1.00,0.4,,2,,0.0,,2,,,,,
04/01/2011,2.00,0.4,,2,,-0.1,,2,,,,,
04/01/2011,3.00,0.4,,2,,0.0,,2,,,,,
04/01/2011,4.00,0.3,,2,,-0.1,,2,,,,,
04/01/2011,5.00,0.4,,2,,-0.2,,2,,,,,
04/01/2011,6.00,0.3,,2,,-0.1,,2,,,,,
04/01/2011,7.00,0.5,,2,,0.0,,2,,,,,
04/01/2011,8.00,0.4,,2,,0.1,,2,,,,,
04/01/2011,9.00,0.5,,2,,0.0,,2,,,,,
04/01/2011,10.00,0.4,,2,,0.0,,2,,,,,
04/01/2011,11.00,0.5,,2,,CAL,,0,,,,,
04/01/2011,12.00,0.6,,2,,CAL,,0,,,,,
04/01/2011,13.00,0.6,,2,,CAL,,0,,,,,
04/01/2011,14.00,0.4,,2,,CAL,,0,,,,,
04/01/2011,15.00,0.5,,2,,0.3,,2,,,,,
04/01/2011,16.00,0.4,,2,,-0.2,,2,,,,,
04/01/2011,17.00,0.4,,2,,-0.3,,2,,,,,
04/01/2011,18.00,0.4,,2,,-0.3,,2,,,,,
04/01/2011,19.00,0.2,,2,,Data missing,,3,,,,,
04/01/2011,20.00,0.2,,2,,Data missing,,3,,,,,
04/01/2011,21.00,0.3,,2,,Data missing,,3,,,,,
04/01/2011,22.00,0.2,,2,,Data missing,,3,,,,,
04/01/2011,23.00,0.3,,2,,Data missing,,3,,,,,
05/01/2011,0.00,0.1,0.4,2,,Data missing,0.0,3,,,#DIV/0!,,
05/01/2011,1.00,0.1,,2,,Data missing,,3,,,,,
05/01/2011,2.00,0.1,,2,,Data missing,,3,,,,,
05/01/2011,3.00,0.2,,2,,Data missing,,3,,,,,
05/01/2011,4.00,0.2,,2,,Data missing,,3,,,,,
05/01/2011,5.00,0.3,,2,,Data missing,,3,,,,,
05/01/2011,6.00,0.1,,2,,Data missing,,3,,,,,
05/01/2011,7.00,0.3,,2,,Data missing,,3,,,,,
05/01/2011,8.00,0.4,,2,,Data missing,,3,,,,,
05/01/2011,9.00,0.3,,2,,Data missing,,3,,,,,
05/01/2011,10.00,0.4,,2,,Data missing,,3,,,,,
05/01/2011,11.00,0.0,,2,,Data missing,,3,,,,,
05/01/2011,12.00,0.2,,2,,Data missing,,3,,,,,
05/01/2011,13.00,11.1,,2,,Data missing,,3,,,,,
05/01/2011,14.00,cal,,0,,Data missing,,3,,,,,
05/01/2011,15.00,cal,,0,,Data missing,,3,,,,,
05/01/2011,16.00,0.1,,2,,Data missing,,3,,,,,
05/01/2011,17.00,0.0,,2,,Data missing,,3,,,,,
05/01/2011,18.00,0.3,,2,,Data missing,,3,,,,,
05/01/2011,19.00,0.3,,2,,Data missing,,3,,,,,
05/01/2011,20.00,0.0,,3,,Data missing,,3,,,,,
05/01/2011,21.00,0.0,,3,,Data missing,,3,,,,,
05/01/2011,22.00,0.0,,3,,Data missing,,3,,,,,
05/01/2011,23.00,0.0,,3,,Data missing,,3,,,,,
06/01/2011,0.00,0.0,0.7,3,,Data missing,,3,,,#DIV/0!,,
06/01/2011,1.00,0.0,,3,,Data missing,,3,,,,,
06/01/2011,2.00,0.0,,3,,Data missing,,3,,,,,
06/01/2011,3.00,0.0,,3,,Data missing,,3,,,,,
06/01/2011,4.00,0.0,,3,,Data missing,,3,,,,,
06/01/2011,5.00,0.0,,3,,Data missing,,3,,,,,
06/01/2011,6.00,0.0,,3,,Data missing,,3,,,,,
06/01/2011,7.00,0.2,,2,,Data missing,,3,,,,,
06/01/2011,8.00,0.1,,2,,-0.4,,2,,,,,
06/01/2011,9.00,0.2,,2,,-0.5,,2,,,,,
06/01/2011,10.00,0.2,,2,,-0.2,,2,,,,,
06/01/2011,11.00,0.0,,3,,Data missing,,3,,,,,
06/01/2011,12.00,0.0,,3,,Data missing,,3,,,,,
06/01/2011,13.00,0.0,,3,,Data missing,,3,,,,,
06/01/2011,14.00,0.0,,3,,Data missing,,3,,,,,
06/01/2011,15.00,0.1,,2,,Data missing,,3,,,,,
06/01/2011,16.00,1.1,,2,,Data missing,,3,,,,,
06/01/2011,17.00,0.5,,2,,-0.2,,2,,,,,
06/01/2011,18.00,0.7,,2,,0.0,,2,,,,,
06/01/2011,19.00,2.0,,2,,0.3,,2,,,,,
06/01/2011,20.00,3.2,,2,,0.9,,2,,,,,
06/01/2011,21.00,4.0,,2,,2.9,,2,,,,,
06/01/2011,22.00,4.7,,2,,3.8,,2,,,,,
06/01/2011,23.00,3.3,,2,,4.4,,2,,,,,
07/01/2011,0.00,1.9,0.8,2,,4.6,1.1,2,,,#DIV/0!,,
07/01/2011,1.00,3.4,,2,,1.9,,2,,,,,
07/01/2011,2.00,3.4,,2,,1.7,,2,,,,,
07/01/2011,3.00,3.4,,2,,3.2,,2,,,,,
07/01/2011,4.00,0.7,,2,,3.0,,2,,,,,
07/01/2011,5.00,1.3,,2,,2.6,,2,,,,,
07/01/2011,6.00,1.4,,2,,Data missing,,3,,,,,
07/01/2011,7.00,1.5,,2,,Data missing,,3,,,,,
07/01/2011,8.00,1.5,,2,,Data missing,,3,,,,,
07/01/2011,9.00,1.5,,2,,Data missing,,3,,,,,
07/01/2011,10.00,2.0,,2,,-0.4,,2,,,,,
07/01/2011,11.00,2.2,,2,,-0.4,,2,,,,,
07/01/2011,12.00,1.9,,2,,-0.2,,2,,,,,
07/01/2011,13.00,1.3,,2,,-0.3,,2,,,,,
07/01/2011,14.00,1.2,,2,,-0.4,,2,,,,,
07/01/2011,15.00,0.8,,2,,Data missing,,3,,,,,
07/01/2011,16.00,0.6,,2,,-0.5,,2,,,,,
07/01/2011,17.00,0.2,,2,,0.2,,2,,,,,
07/01/2011,18.00,0.2,,2,,0.0,,2,,,,,
07/01/2011,19.00,0.0,,2,,-0.2,,2,,,,,
07/01/2011,20.00,0.2,,2,,-0.4,,2,,,,,
07/01/2011,21.00,0.0,,3,,-0.4,,2,,,,,
07/01/2011,22.00,0.0,,3,,Data missing,,3,,,,,
07/01/2011,23.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,0.00,0.0,1.3,3,,Data missing,0.8,3,,,#DIV/0!,,
08/01/2011,1.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,2.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,3.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,4.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,5.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,6.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,7.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,8.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,9.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,10.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,11.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,12.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,13.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,14.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,15.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,16.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,17.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,18.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,19.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,20.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,21.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,22.00,0.0,,3,,Data missing,,3,,,,,
08/01/2011,23.00,0.0,,3,,Data missing,,3,,,,,
09/01/2011,0.00,0.0,0.0,3,,Data missing,,3,,,#DIV/0!,,
09/01/2011,1.00,0.0,,3,,Data missing,,3,,,,,
09/01/2011,2.00,0.0,,3,,Data missing,,3,,,,,
09/01/2011,3.00,0.0,,3,,Data missing,,3,,,,,
09/01/2011,4.00,0.0,,3,,Data missing,,3,,,,,
09/01/2011,5.00,0.0,,3,,Data missing,,3,,,,,
09/01/2011,6.00,0.0,,3,,Data missing,,3,,,,,
09/01/2011,7.00,0.0,,3,,Data missing,,3,,,,,
09/01/2011,8.00,0.0,,3,,Data missing,,3,,,,,
09/01/2011,9.00,0.0,,3,,Data missing,,3,,,,,
09/01/2011,10.00,0.0,,3,,Data missing,,3,,,,,
09/01/2011,11.00,0.0,,3,,Data missing,,3,,,,,
09/01/2011,12.00,0.0,,3,,Data missing,,3,,,,,
09/01/2011,13.00,0.0,,3,,Data missing,,3,,,,,
09/01/2011,14.00,0.0,,3,,Data missing,,3,,,,,
09/01/2011,15.00,0.0,,3,,Data missing,,3,,,,,
09/01/2011,16.00,0.0,,2,,Data missing,,3,,,,,
09/01/2011,17.00,0.2,,2,,Data missing,,3,,,,,
09/01/2011,18.00,0.3,,2,,Data missing,,3,,,,,
09/01/2011,19.00,0.5,,2,,-0.5,,2,,,,,
09/01/2011,20.00,0.3,,2,,Data missing,,3,,,,,
09/01/2011,21.00,0.4,,2,,Data missing,,3,,,,,
09/01/2011,22.00,0.2,,2,,Data missing,,3,,,,,
09/01/2011,23.00,0.0,,2,,Data missing,,3,,,,,
10/01/2011,0.00,0.0,0.1,3,,Data missing,-0.5,3,,,#DIV/0!,,
10/01/2011,1.00,0.0,,2,,Data missing,,3,,,,,
10/01/2011,2.00,0.1,,2,,Data missing,,3,,,,,
10/01/2011,3.00,0.0,,3,,Data missing,,3,,,,,
10/01/2011,4.00,0.0,,3,,Data missing,,3,,,,,
10/01/2011,5.00,0.0,,3,,Data missing,,3,,,,,
10/01/2011,6.00,0.3,,2,,Data missing,,3,,,,,
10/01/2011,7.00,0.0,,3,,Data missing,,3,,,,,
10/01/2011,8.00,0.2,,2,,Data missing,,3,,,,,
10/01/2011,9.00,0.5,,2,,Data missing,,3,,,,,
10/01/2011,10.00,1.3,,2,,Data missing,,3,,,,,
10/01/2011,11.00,0.7,,2,,0.5,,2,,,,,
10/01/2011,12.00,0.6,,2,,Data missing,,3,,,,,
10/01/2011,13.00,0.8,,2,,Data missing,,3,,,,,
10/01/2011,14.00,0.5,,2,,Data missing,,3,,,,,
10/01/2011,15.00,0.5,,2,,Data missing,,3,,,,,
10/01/2011,16.00,0.5,,2,,Data missing,,3,,,,,
10/01/2011,17.00,0.2,,2,,-0.3,,2,,,,,
10/01/2011,18.00,0.2,,2,,-0.4,,2,,,,,
10/01/2011,19.00,0.4,,2,,Data missing,,3,,,,,
10/01/2011,20.00,0.2,,2,,Data missing,,3,,,,,
10/01/2011,21.00,0.1,,2,,Data missing,,3,,,,,
10/01/2011,22.00,0.0,,3,,Data missing,,3,,,,,
10/01/2011,23.00,0.0,,3,,Data missing,,3,,,,,
11/01/2011,0.00,0.0,0.3,3,,Data missing,-0.1,3,,,#DIV/0!,,
11/01/2011,1.00,0.0,,3,,Data missing,,3,,,,,
11/01/2011,2.00,0.0,,3,,Data missing,,3,,,,,
11/01/2011,3.00,0.0,,3,,Data missing,,3,,,,,
11/01/2011,4.00,0.0,,3,,Data missing,,3,,,,,
11/01/2011,5.00,0.0,,3,,Data missing,,3,,,,,
11/01/2011,6.00,0.0,,3,,Data missing,,3,,,,,
11/01/2011,7.00,0.0,,3,,Data missing,,3,,,,,
11/01/2011,8.00,0.0,,2,,Data missing,,3,,,,,
11/01/2011,9.00,0.1,,2,,Data missing,,3,,,,,
11/01/2011,10.00,0.0,,3,,Data missing,,3,,,,,
11/01/2011,11.00,0.0,,2,,Data missing,,3,,,,,
11/01/2011,12.00,0.2,,2,,Data missing,,3,,,,,
11/01/2011,13.00,0.1,,2,,Data missing,,3,,,,,
11/01/2011,14.00,0.1,,2,,Data missing,,3,,,,,
11/01/2011,15.00,0.7,,2,,Data missing,,3,,,,,
11/01/2011,16.00,0.5,,2,,-0.5,,2,,,,,
11/01/2011,17.00,0.4,,2,,0.2,,2,,,,,
11/01/2011,18.00,0.4,,2,,0.1,,2,,,,,
11/01/2011,19.00,0.2,,2,,-0.3,,2,,,,,
11/01/2011,20.00,0.0,,3,,-0.4,,2,,,,,
11/01/2011,21.00,0.0,,3,,Data missing,,3,,,,,
11/01/2011,22.00,0.0,,3,,Data missing,,3,,,,,
11/01/2011,23.00,0.0,,3,,Data missing,,3,,,,,
12/01/2011,0.00,0.0,0.1,3,,Data missing,-0.2,3,,,#DIV/0!,,
12/01/2011,1.00,0.0,,2,,Data missing,,3,,,,,
12/01/2011,2.00,0.0,,3,,Data missing,,3,,,,,
12/01/2011,3.00,0.0,,3,,Data missing,,3,,,,,
12/01/2011,4.00,0.0,,3,,Data missing,,3,,,,,
12/01/2011,5.00,0.0,,3,,Data missing,,3,,,,,
12/01/2011,6.00,0.0,,3,,Data missing,,3,,,,,
12/01/2011,7.00,0.2,,2,,Data missing,,3,,,,,
12/01/2011,8.00,0.2,,2,,Data missing,,3,,,,,
12/01/2011,9.00,0.1,,2,,Data missing,,3,,,,,
12/01/2011,10.00,0.3,,2,,Data missing,,3,,,,,
12/01/2011,11.00,0.3,,2,,Data missing,,3,,,,,
12/01/2011,12.00,0.2,,2,,Data missing,,3,,,,,
12/01/2011,13.00,0.2,,2,,Data missing,,3,,,,,
12/01/2011,14.00,0.3,,2,,Data missing,,3,,,,,
12/01/2011,15.00,0.2,,2,,Data missing,,3,,,,,
12/01/2011,16.00,0.2,,2,,Data missing,,3,,,,,
12/01/2011,17.00,0.3,,2,,-0.5,,2,,,,,
12/01/2011,18.00,0.7,,2,,Data missing,,3,,,,,
12/01/2011,19.00,0.1,,2,,-0.5,,2,,,,,
12/01/2011,20.00,0.0,,2,,Data missing,,3,,,,,
12/01/2011,21.00,0.1,,2,,Data missing,,3,,,,,
12/01/2011,22.00,0.1,,2,,Data missing,,3,,,,,
12/01/2011,23.00,0.0,,2,,Data missing,,3,,,,,
13/01/2011,0.00,0.1,0.1,2,,Data missing,-0.5,3,,,#DIV/0!,,
13/01/2011,1.00,0.0,,3,,Data missing,,3,,,,,
13/01/2011,2.00,0.0,,3,,Data missing,,3,,,,,
13/01/2011,3.00,0.0,,2,,Data missing,,3,,,,,
13/01/2011,4.00,0.0,,3,,Data missing,,3,,,,,
13/01/2011,5.00,0.0,,3,,Data missing,,3,,,,,
13/01/2011,6.00,0.0,,3,,Data missing,,3,,,,,
13/01/2011,7.00,0.1,,2,,Data missing,,3,,,,,
13/01/2011,8.00,0.3,,2,,Data missing,,3,,,,,
13/01/2011,9.00,0.3,,2,,Data missing,,3,,,,,
13/01/2011,10.00,0.3,,2,,Data missing,,3,,,,,
13/01/2011,11.00,0.3,,2,,Data missing,,3,,,,,
13/01/2011,12.00,0.2,,2,,Data missing,,3,,,,,
13/01/2011,13.00,0.2,,2,,Data missing,,3,,,,,
13/01/2011,14.00,0.2,,2,,Data missing,,3,,,,,
13/01/2011,15.00,0.2,,2,,Data missing,,3,,,,,
13/01/2011,16.00,0.1,,2,,Data missing,,3,,,,,
13/01/2011,17.00,0.1,,2,,-0.5,,2,,,,,
13/01/2011,18.00,0.5,,2,,Data missing,,3,,,,,
13/01/2011,19.00,0.2,,2,,-0.5,,2,,,,,
13/01/2011,20.00,0.5,,2,,Data missing,,3,,,,,
13/01/2011,21.00,1.2,,2,,Data missing,,3,,,,,
13/01/2011,22.00,0.0,,2,,Data missing,,3,,,,,
13/01/2011,23.00,0.0,,2,,Data missing,,3,,,,,
14/01/2011,0.00,0.0,0.2,3,,Data missing,-0.5,3,,,#DIV/0!,,
14/01/2011,1.00,0.0,,3,,Data missing,,3,,,,,
14/01/2011,2.00,0.0,,3,,Data missing,,3,,,,,
14/01/2011,3.00,0.0,,3,,Data missing,,3,,,,,
14/01/2011,4.00,0.0,,2,,Data missing,,3,,,,,
14/01/2011,5.00,0.0,,3,,Data missing,,3,,,,,
14/01/2011,6.00,0.0,,3,,Data missing,,3,,,,,
14/01/2011,7.00,0.0,,3,,Data missing,,3,,,,,
14/01/2011,8.00,0.0,,3,,Data missing,,3,,,,,
14/01/2011,9.00,0.0,,3,,Data missing,,3,,,,,
14/01/2011,10.00,0.0,,2,,Data missing,,3,,,,,
14/01/2011,11.00,0.0,,3,,Data missing,,3,,,,,
14/01/2011,12.00,0.0,,2,,Data missing,,3,,,,,
14/01/2011,13.00,0.1,,2,,Data missing,,3,,,,,
14/01/2011,14.00,0.0,,3,,Data missing,,3,,,,,
14/01/2011,15.00,0.0,,2,,Data missing,,3,,,,,
14/01/2011,16.00,0.0,,2,,Data missing,,3,,,,,
14/01/2011,17.00,0.0,,2,,Data missing,,3,,,,,
14/01/2011,18.00,0.0,,2,,Data missing,,3,,,,,
14/01/2011,19.00,0.0,,2,,Data missing,,3,,,,,
14/01/2011,20.00,0.0,,2,,Data missing,,3,,,,,
14/01/2011,21.00,0.0,,3,,Data missing,,3,,,,,
14/01/2011,22.00,0.0,,3,,Data missing,,3,,,,,
14/01/2011,23.00,0.0,,3,,Data missing,,3,,,,,
15/01/2011,0.00,0.0,0.0,3,,Data missing,,3,,,#DIV/0!,,
15/01/2011,1.00,0.0,,3,,Data missing,,3,,,,,
15/01/2011,2.00,0.0,,3,,Data missing,,3,,,,,
15/01/2011,3.00,0.0,,3,,Data missing,,3,,,,,
15/01/2011,4.00,0.0,,3,,Data missing,,3,,,,,
15/01/2011,5.00,0.0,,3,,Data missing,,3,,,,,
15/01/2011,6.00,0.0,,3,,Data missing,,3,,,,,
15/01/2011,7.00,0.0,,2,,Data missing,,3,,,,,
15/01/2011,8.00,0.0,,3,,Data missing,,3,,,,,
15/01/2011,9.00,0.0,,3,,Data missing,,3,,,,,
15/01/2011,10.00,0.0,,3,,Data missing,,3,,,,,
15/01/2011,11.00,0.0,,2,,Data missing,,3,,,,,
15/01/2011,12.00,0.0,,2,,Data missing,,3,,,,,
15/01/2011,13.00,0.1,,2,,Data missing,,3,,,,,
15/01/2011,14.00,0.1,,2,,Data missing,,3,,,,,
15/01/2011,15.00,0.0,,3,,Data missing,,3,,,,,
15/01/2011,16.00,0.0,,3,,Data missing,,3,,,,,
15/01/2011,17.00,0.0,,3,,Data missing,,3,,,,,
15/01/2011,18.00,0.0,,2,,Data missing,,3,,,,,
15/01/2011,19.00,0.0,,2,,Data missing,,3,,,,,
15/01/2011,20.00,0.1,,2,,Data missing,,3,,,,,
15/01/2011,21.00,0.0,,2,,Data missing,,3,,,,,
15/01/2011,22.00,0.0,,3,,Data missing,,3,,,,,
15/01/2011,23.00,0.0,,2,,Data missing,,3,,,,,
16/01/2011,0.00,0.0,0.0,3,,Data missing,,3,,,#DIV/0!,,
16/01/2011,1.00,0.0,,2,,Data missing,,3,,,,,
16/01/2011,2.00,0.0,,2,,Data missing,,3,,,,,
16/01/2011,3.00,0.0,,3,,Data missing,,3,,,,,
16/01/2011,4.00,0.0,,3,,Data missing,,3,,,,,
16/01/2011,5.00,0.0,,2,,Data missing,,3,,,,,
16/01/2011,6.00,0.0,,3,,Data missing,,3,,,,,
16/01/2011,7.00,0.0,,3,,Data missing,,3,,,,,
16/01/2011,8.00,0.0,,3,,Data missing,,3,,,,,
16/01/2011,9.00,0.0,,3,,Data missing,,3,,,,,
16/01/2011,10.00,0.0,,3,,Data missing,,3,,,,,
16/01/2011,11.00,0.0,,3,,Data missing,,3,,,,,
16/01/2011,12.00,0.1,,2,,Data missing,,3,,,,,
16/01/2011,13.00,0.0,,3,,Data missing,,3,,,,,
16/01/2011,14.00,0.0,,2,,Data missing,,3,,,,,
16/01/2011,15.00,0.0,,3,,Data missing,,3,,,,,
16/01/2011,16.00,0.0,,2,,Data missing,,3,,,,,
16/01/2011,17.00,0.0,,2,,Data missing,,3,,,,,
16/01/2011,18.00,0.1,,2,,Data missing,,3,,,,,
16/01/2011,19.00,0.0,,2,,Data missing,,3,,,,,
16/01/2011,20.00,0.0,,3,,Data missing,,3,,,,,
16/01/2011,21.00,0.0,,3,,Data missing,,3,,,,,
16/01/2011,22.00,0.0,,3,,Data missing,,3,,,,,
16/01/2011,23.00,0.0,,3,,Data missing,,3,,,,,
17/01/2011,0.00,0.0,0.0,3,,Data missing,,3,,,#DIV/0!,,
17/01/2011,1.00,0.0,,3,,Data missing,,3,,,,,
17/01/2011,2.00,0.0,,3,,Data missing,,3,,,,,
17/01/2011,3.00,0.0,,3,,Data missing,,3,,,,,
17/01/2011,4.00,0.0,,3,,Data missing,,3,,,,,
17/01/2011,5.00,0.0,,3,,Data missing,,3,,,,,
17/01/2011,6.00,0.3,,2,,Data missing,,3,,,,,
17/01/2011,7.00,3.0,,2,,Data missing,,3,,,,,
17/01/2011,8.00,4.3,,2,,-0.1,,2,,,,,
17/01/2011,9.00,3.0,,2,,0.1,,2,,,,,
17/01/2011,10.00,2.2,,2,,0.4,,2,,,,,
17/01/2011,11.00,0.2,,2,,0.6,,2,,,,,
17/01/2011,12.00,0.1,,2,,Data missing,,3,,,,,
17/01/2011,13.00,0.2,,2,,Data missing,,3,,,,,
17/01/2011,14.00,0.3,,2,,Data missing,,3,,,,,
17/01/2011,15.00,0.3,,2,,Data missing,,3,,,,,
17/01/2011,16.00,0.7,,2,,Data missing,,3,,,,,
17/01/2011,17.00,0.8,,2,,-0.3,,2,,,,,
17/01/2011,18.00,1.0,,2,,0.4,,2,,,,,
17/01/2011,19.00,1.0,,2,,0.6,,2,,,,,
17/01/2011,20.00,0.6,,2,,0.3,,2,,,,,
17/01/2011,21.00,0.3,,2,,0.2,,2,,,,,
17/01/2011,22.00,0.1,,2,,0.3,,2,,,,,
17/01/2011,23.00,0.0,,3,,-0.4,,2,,,,,
18/01/2011,0.00,0.0,0.8,3,,Data missing,0.2,3,,,#DIV/0!,,
18/01/2011,1.00,0.0,,3,,Data missing,,3,,,,,
18/01/2011,2.00,0.0,,3,,Data missing,,3,,,,,
18/01/2011,3.00,0.0,,3,,Data missing,,3,,,,,
18/01/2011,4.00,0.0,,3,,Data missing,,3,,,,,
18/01/2011,5.00,0.0,,3,,Data missing,,3,,,,,
